tipologradouro_1,tipologradouro_2,logradouro_1,logradouro_2,bairro_1,bairro_2,municipio_1,municipio_2,rua,bairro
,,ILMA CUNHA,RUA ILMA CUNHA,BONSUCESSO,MONTE,OLINDA,OLINDA,,
,,JOAQUIM TENORIO DA SILVA,SEG TRAV JOAQUIM TENORIO,CAVALEIRO,CAVALEIRO,JABOATAO DOS GUARARAPES,JABOATAO DOS GUARARAPES,,1
RUA,,ARAUCANA,R ARAUCANA,CAVALEIRO,CAVALEIRO,JABOATAO DOS GUARARAPES,JABOATAO DOS GUARARAPES,,1
,,BOLIVIA,BOLIVA,SUCUPIRA,SUCUPIRA,JABOATAO DOS GUARARAPES,JABOATAO DOS GUARARAPES,,1
,,RUBI,RUBI,JD PRIMAVERA,VALE DAS PEDREIRAS,CAMARAGIBE,CAMARAGIBE,,
,,SEBASTIAO JOSE DE MENEZES,SEBASTIAO JOSE D EMENEZES,KENNEDY,KENNEDY,CARUARU,CARUARU,,1
,,IRMA JERONIMA,IRMA JERONIMA,CENTRO,CENTRO,PETROLINA,PETROLINA,1,1
,RUA,15 DE MARCO,CICERO TORRES,LEVADA,LEVADA,MACEIO,MACEIO,,1
,,STA SANTA CECILIA,SANTA CECILIA,POCO,POCO,MACEIO,MACEIO,,1
,,RUA CLODOLDO ALVES DE CASTRO,SANTA RITA,CLIMA BOM,CLIMA BOM 2,MACEIO,MACEIO,,
,,PAJUCARA,PAJUCARA,CID UNIVERSITARIO,,MACEIO,MACEIO,,
,,JOAO SAMPAIO II,3 F,BENEDITO BENTES,BENEDITO BENTES 1,MACEIO,MACEIO,,
,,SAO MIGUEL,RUA SAO MIGUEL,ALTO DO CRUZEIRO,ALTO DO CRUZEIRO,PALMEIRA DOS INDIOS,PALMEIRA DOS INDIOS,,1
,,POVOADO MOREIRA,MOREIRA,ZONA RURAL,ZONA RURAL,PALMEIRA DOS INDIOS,PALMEIRA DOS INDIOS,,1
,,SAMUEL SOUTO MAIOR,FELIPE,PADRE ZE,MANDACARU,JOAO PESSOA,JOAO PESSOA,,
,,ALMIRANTE TAMANDARE,ALM TAMANDARE,TAMBAU,TAMBAU,JOAO PESSOA,JOAO PESSOA,,1
,OUTROS,SIDNEY CLEMENTE DORE,SIDNEY CLEMENTE DORE,TAMBAU,TAMBAU,JOAO PESSOA,JOAO PESSOA,1,1
,,LUIZ PIMENTEL BATISTA,LUIZ PIMENTEL BATISTA,ALTO DO MATEUS,ALTO DO MATEUS,JOAO PESSOA,JOAO PESSOA,1,1
,RUA,SEN RUI CARNEIRO,SENADOR RUI CARNEIRO,RECANTO DO POCO,RECANTO DO POCO,CABEDELO,CABEDELO,,1
,,5 DE AGOSTO,CINCO DE AGOSTO,CENTRO,CENTRO,BAYEUX,BAYEUX,,1
,,R CARLOS GOMES,CARLOS GOMES,IMACULADA,IMACULADA,BAYEUX,BAYEUX,,1
,,ANACLETO ELOI,ANACLETO ELOY,JD QUARENTA,JARDIM QUARENTA,CAMPINA GRANDE,CAMPINA GRANDE,,
,,FELIZARDO LEITE,FELIZARDO LEITE,LIBERDADE,LIBERDADE,PATOS,PATOS,1,1
,,SEVERINO DUTRA,SEVERINO DUTRA,LIBERDADE,MORRO,PATOS,PATOS,,
,,ALTAMIRA,DECIO FONSECA,PRAIA DO MEIO,ROCAS,NATAL,NATAL,,
,,POTICRET,POTYCRET,QUINTAS,BOM PASTOR,NATAL,NATAL,,
,,SANTA MARIA GORETTI,SANTA MARIA GORETTI,FELIPE CAMARAO,FELIPE CAMARAO,NATAL,NATAL,1,1
,,LARANJAL,RUA LARANJAL,CIDADE NOVA,CIDADE NOVA,NATAL,NATAL,,1
,,RUA PRES EXPEDITO NERI,PRESBITERO EXPEDITO NERI,NOVA DESCOBERTA,NOVA DESCOBERTA,NATAL,NATAL,,1
,,PROFESSORA ELIETE RODRIGUES DE MORAIS,PROFESSORA ELIETE RODRIGUES DE MORAIS,LAGOA AZUL,LAGOA AZUL,NATAL,NATAL,1,1
RUA,,MARECHAL HERMES,MARECHAL HERMES,BOM JARDIM,BOM JARDIM,MOSSORO,MOSSORO,1,1
,,R JUVENAL LAMARTINE,JUVENAL LAMARTINE,BOM JARDIM,BOM JARDIM,MOSSORO,MOSSORO,,1
,,CAMILO PORTO FIGUEIREDO,CAMILO PORTO FIGUEIREDO,ALTO DE SAO MANOEL,WALFREDO GURGEL,MOSSORO,MOSSORO,,
,,ANTENOR FROTA WANDERLEY,ANTENOR FROTA WANDERLEY,BENFICA,BENFICA,FORTALEZA,FORTALEZA,1,1
RUA,,JUVENCIO VASCONCELOS,R JUVENCIO VASCONCELOS,MUCURIPE,VICENTE PINZON,FORTALEZA,FORTALEZA,,
,,VENTO LESTE,RUA VENTO LESTE,GOIABEIRAS,BARRA DO CEARA,FORTALEZA,FORTALEZA,,
,,2,TRAVESSA II N 221,BARRA DO CEARA,GOABEIRA,FORTALEZA,FORTALEZA,,
,,R CARLOS GONDIM,CARLOS GONDIM,JD GUANABARA,JARDIM GUANABARA,FORTALEZA,FORTALEZA,,
,,RUA PALMACIA,PALMACIA,VILA VELHA,JARDIM GUANABARA,FORTALEZA,FORTALEZA,,
AVENIDA,AVENIDA,LUCIANO CARNEIRO,LUCIANO CARNEIRO,FATIMA,FATIMA,FORTALEZA,FORTALEZA,1,1
OUTROS,,PROF COSTA MENDES,DEZEMBARGADOR GARCIA,RODOLFO TEOFILO,RODOLFO TEOFILO,FORTALEZA,FORTALEZA,,1
,,TAMOIO,TR TAMOIO,COUTO FERNANDES,C FERNANDES,FORTALEZA,FORTALEZA,,
,,PORTO VELHO,PORTO VELHO,JOAO XXIII,JOAO XXIII,FORTALEZA,FORTALEZA,1,1
,,912,912,CONJUNTO CEARA II,CONJUNTO CEARA,FORTALEZA,FORTALEZA,,
,,STENIO GOMES,NAIARA BATISTA,VILA PERY,BOM JARDIM,FORTALEZA,FORTALEZA,,
,,R VERBENIA,R VERBENA,BOMSUCESSO,BOM SUCESSO,FORTALEZA,FORTALEZA,,
,,LEAO DO NORTE,STENIO GOMES,VILA PERY,PQ SAO JOSE,FORTALEZA,FORTALEZA,,
,RUA,JACANAU,JACANAU,SIQUEIRA,SIQUEIRA,FORTALEZA,FORTALEZA,1,1
,,JOAQUIM DOS ANJOS,JOAQUIM DOS ANJOS,JOSE WALTER,AIRTON SENA,FORTALEZA,FORTALEZA,,
,,WAGNER MARINHO,WAGNER MARINHO,PREFEITO JOSE WALTE,PL AIRTON SENNA,FORTALEZA,FORTALEZA,,
,OUTROS,R 12,12,MONDUBIM,MONDUBIM,FORTALEZA,FORTALEZA,,1
,,JULIA SALES,JULIA SALES,SALINAS,SALINAS,FORTALEZA,FORTALEZA,1,1
RUA,,ANGRA DOS REIS,ANGRA DOS REIS,SAPIRANGA,SAPIRANGA,FORTALEZA,FORTALEZA,1,1
,RUA,EDUARDO NOVAES,EDUARDO NOVAES,SAPIRANGA,SAPIRANGA,FORTALEZA,FORTALEZA,1,1
RUA,,FRANCISCA BEZERRA LIMA,FRANCISCA BEZERRA DE LIMA,BARROSO,BARROSO,FORTALEZA,FORTALEZA,,1
,,RUBI CJ HAB NOVO BARROSO,R RUBI,PASSARE,PASSARE,FORTALEZA,FORTALEZA,,1
,,FLORESTA,DA FLORESTA,SANTA FE,MESSEJANA,FORTALEZA,FORTALEZA,,
,OUTROS,SAO JOSE,SAO JOSE,PARQUE LEBLON,PARQUE LEBLON,CAUCAIA,CAUCAIA,1,1
RUA,,CATUMBY,RUA CATUMBY,PARQUE POTIRA,PARQUE POTIRA,CAUCAIA,CAUCAIA,,1
,,43,43,JEREISSATI II,JEREISSATI I,MARACANAU,MARACANAU,,
,,D PEDRO I,DOM PEDRO I,PAJUCARA,PAIUCARA,MARACANAU,MARACANAU,,
,,IRACEMA,IRACEMA,DOM JOSE,ALTO NOVO,SOBRAL,SOBRAL,,
RUA,,TORTO DE CIMA,SAO JOSE DO TORTO,SAO JOSE DO TORTO,,SOBRAL,SOBRAL,,
,,DOM PEDRO II,DOM PEDRO II,FRANCISCANOS,FRANCISCANOS,JUAZEIRO DO NORTE,JUAZEIRO DO NORTE,1,1
,,LUIZ COIMBRA,RUI BARBOSA,NOVO JUAZEIRO,PIRAJA,JUAZEIRO DO NORTE,JUAZEIRO DO NORTE,,
,,DEPUTADO JOAO MOURA SANTOS,DEPUTADO JOAO DE MOURA SANTOS,SAO JOAQUIM,SAO JOAQUIM,TERESINA,TERESINA,,1
,,R JOSE SANTANA,JOSE SANTANA,NOVA BRASILIA,NOVA BRASILIA,TERESINA,TERESINA,,1
,RUA,AGRIMENSOR BOA VISTA,AGRIMENSOR BOA VISTA,MAFRENSE,MAFRENSE,TERESINA,TERESINA,1,1
,OUTROS,JOSE LOIOLA SANTOS,JOSE LOIOLA SANTOS,LOT MOCAMBINHO I,JOSE FRANCISCO DE A,TERESINA,TERESINA,,
RUA,,DO TELEGRAFO,RUA DO TELEGRAFO,SANTO ANTONIO,SANTO ANTONIO,TERESINA,TERESINA,,1
,,MOZART,STA MADRE PAULINA,ANGELIM,ININGA,TERESINA,TERESINA,,
,,08 VILA PADRE CICERO,RUA BARRA ALTA,VILA PADRE CICERO,VL PADRE CICERO,TERESINA,TERESINA,,
,,DIRCEU II,DIRCEU ARCOVERDE-II,ITARARE,ITARARE,TERESINA,TERESINA,,1
,,GOMES DA SILVA,R GOMES DA SILVA,BARRETO,BARRETO,SAO LUIS,SAO LUIS,,1
,,"13, QUADRA 97, BLOCO C,",RUA TREZE,CIDADE OLIMPICA,CIDADE OLIMPICA,SAO LUIS,SAO LUIS,,1
,,DO BURITI,DO BURITI,VILA SAO LUIS,VILA SAO LUIS,SAO LUIS,SAO LUIS,1,1
,OUTROS,CP 01 (RES COLINA PARK),CP 01 RES COLINA PARK,SANTA FILOMENA,SANTA FILOMENA,SANTA INES,SANTA INES,,1
,,DRA LIZETE DE OLIVEIRA FARIAS,7,,PQ UNIAO,TIMON,TIMON,,
,,ANTONIO MACHADO,10,PARQUE PIAUI,PARQUE PIAUI,TIMON,TIMON,,1
,,PARA,PARA,NOVA IMPERATRIZ,NOVA IMPERATRIZ,IMPERATRIZ,IMPERATRIZ,1,1
,,TUPA,TUPAN,VILA REDENCAO II,PARQUE DAS ESTRELAS,IMPERATRIZ,IMPERATRIZ,,
RUA,,ALEXANDRE MILHOMEN,ANALIA MACHADO DE ALENCAR,CENTRO,VL MARANHAO DO SUL,IMPERATRIZ,IMPERATRIZ,,
,,NOVA PRIMEIRA,NOVA PRIMEIRA,CONDOR,CONDOR,BELEM,BELEM,1,1
,,PSG STELIO MAROJA,PASSAGEM STELIO MAROJA,BARREIRO,BARREIRO,BELEM,BELEM,,1
OUTROS,,PASSAGEM CRISTO REI,CRISTO REI,SACRAMENTA,SACRAMENTA,BELEM,BELEM,,1
,,OTR PASSAGEM MONTEIRO LOBATO,TAVARES BASTOS,SOUZA,MARAMBAIA,BELEM,BELEM,,
,,SAO PEDRO,CJ ARIRI BOLONHA,COQUEIRO,COQUEIRO,BELEM,BELEM,,1
RUA,,MORADA DOS VENTOS,MORADA DOS VENTOS,MANGUEIRAO,CABANAGEM,BELEM,BELEM,,
OUTROS,OUTROS,PASSAGEM PERICLIS GEUDES DE OLIVEIRA,OTR PASSAGEM PERICLIS GEUDES DE OLIVEIRA,CASTANHEIRA,CASTANHEIRA,BELEM,BELEM,,1
,,JADERLANDIA I RUA D QUADRA 05,CJ JADERLANDIA I RUA D,ATALAIA,ATALAIA,ANANINDEUA,ANANINDEUA,,1
,RUA,RONALDO DE SOUZA,RONALDO DE SOUZA,DISTRITO INDUSTRIAL,DISTRITO INDUSTRIAL,ANANINDEUA,ANANINDEUA,1,1
,,SAO MANOEL,SAO MANOEL,LIVRAMENTO,LIVRAMENTO,SANTAREM,SANTAREM,1,1
,,TROPICAL,TROPICAL,PRAINHA,SANTANA,SANTAREM,SANTAREM,,
TRAVESSA,,VINTE E DOIS,VINTE DOIS,NOVA REPUBLICA,NOVA REPUBLICA,SANTAREM,SANTAREM,,1
,,QUARTA,QUARTA,LIBERDADE,LIBERDADE,ITAITUBA,ITAITUBA,1,1
AVENIDA,AVENIDA,ASSIS DE VASCONCELOS,ASSIS DE VASCONCELOS,MATINHA,MATINHA,TUCURUI,TUCURUI,1,1
,,ALVARO CARVALHO BARBOSA,ALVARO CARVALHO BARBOSA,NOVO HORIZONTE,NOVO HORIZONTE,MACAPA,MACAPA,1,1
OUTROS,RUA,HERMES MONTEIRO DA SILVA,SAO JOAO,NOVO HORIZONTE,NOVO HORIZONTE,MACAPA,MACAPA,,1
,,ERNESTO COSTA,BURITI,COLONIA A ALEIXO,COLONIA A ALEIXO,MANAUS,MANAUS,,1
,,CONSTANTINO NERY,AV EDUARDO RIBEIRO,PRES VARGAS,CENTRO,MANAUS,MANAUS,,
AVENIDA,,RAMOS FERREIRA BLOCO A SOLIMOES,RAMOS FERREIRA,APARECIDA,APARECIDA,MANAUS,MANAUS,,1
,RUA,ALEXANDRE AMORIM N,ALEXANDRE AMORIM,APARECIDA,APARECIDA,MANAUS,MANAUS,,1
OUTROS,,SANTA INES,SANTA INES,LIRIO DO VALE,TERRA NOVA II,MANAUS,MANAUS,,
,,CAMETA,PRAIA DA PONTA NEGRA,DOM PEDRO 1,TARUMA,MANAUS,MANAUS,,
,,A 13 (CJ 31 DE MARCO II),A 13,JAPIIM,JAPIIM II,MANAUS,MANAUS,,
,,ROUXINOL,CANARINHO,MONTE SIAO,COROADO,MANAUS,MANAUS,,
,,15 DE NOVEMBRO,DOM BOSCO,TANCREDO NEVES,T NEVES,MANAUS,MANAUS,,
RUA,,FERNANDO CORDOVA,CARLOS BRAGA,JORGE TEIXEIRA,JORGE TEIXEIRA,MANAUS,MANAUS,,1
RUA,,C,C STA INES,JORGE TEIXEIRA,JORGE TEIXEIRA,MANAUS,MANAUS,,1
,,UIRAPURU,R UIRAPURU,CIDADE NOVA I,CIDADE NOVA I,MANAUS,MANAUS,,1
,RUA,248,VALE DO ARAO,NOVA CIDADE,NOVA CIDADE,MANAUS,MANAUS,,1
,,IMPERATRIZ,46,NOVO ALEIXO,AMAZONINO MENDES,MANAUS,MANAUS,,
,,JOSE DUTRA,JOSE DUTRA,ALFREDO NASCIMENTO,CIDADE DE DEUS,MANAUS,MANAUS,,
,,PARANA,PARANA,ESTADOS,DOS ESTADOS,BOA VISTA,BOA VISTA,,
,,LORIVAL COIMBRA,LOURIVAL COIMBRA,NOVA CANAA,NOVA CANAA,BOA VISTA,BOA VISTA,,1
,,FORMOSA,FORMOSA,ESTACAO EXPERIMENTA,ESTACAO EXPERIMENTA,RIO BRANCO,RIO BRANCO,1,1
,,AVAI,HAVAI,GLORIA,GLORIA,RIO BRANCO,RIO BRANCO,,1
OUTROS,,SQS 212,SQD SUL,ASA SUL,ASA SUL,BRASILIA,BRASILIA,,1
,RESIDENCIAL,CCS W3 LT 02 BLOCO I,CCSW 3 LOTE 1 BLOCO B APARTAMENTO,SUDOESTE,SETOR SUDOESTE,BRASILIA,BRASILIA,,
,,QI 12 BL O APT 106,QI 12 BLOCO O APARTAMENTO,GUARA 1,GUARA I,BRASILIA,BRASILIA,,
RUA,RUA,R CHACARA 146 LOTE 18,CHACARA 146 LOTE 18,VICENTE PIRES,VICENTE PIRES,BRASILIA,BRASILIA,,1
,,QNN 5 CJ G CS 11,QNN 05 CONJUNTO G CASA 42,CEILANDIA,CEILANDIA NORTE,BRASILIA,BRASILIA,,
,,EQNO 11 13 BLOCO C LOTE 02 APT 101,EQNO 11/13,CEILANDIA NORTE,CEI LANDIA NORTE,BRASILIA,BRASILIA,,
,,INCRA 7 CH,NR ALEX GUSMAO 3,BRAZLANDIA,BRAZLANDIA,BRASILIA,BRASILIA,,1
,,11,RUA 11 QUADRA 20 LOTE 6,PARQUE SOL NASCENTE,SOL NASCENTE,LUZIANIA,LUZIANIA,,
,,SETE,BONITO,CENTRO,ZONA RURAL,MIMOSO DE GOIAS,MIMOSO DE GOIAS,,
,RUA,C 146,C 146,JARDIM AMERICA,JARDIM AMERICA,GOIANIA,GOIANIA,1,1
,RUA,C 87 QUADRA 463,C 187,RESIDENCIAL ELDORA,JARDIM AMERICA,GOIANIA,GOIANIA,,
,,CARANHA,VASCO DOS REIS,RESD AQUARIOS,JARDIM VILA BOA,GOIANIA,GOIANIA,,
RUA,RUA,CAMARA FILHO,1028 APTO 302 ED FREI GALVAO,CONJ. GUADALAJARA,SETOR PEDRO LUDOVIC,GOIANIA,GOIANIA,,
,,R 623,623,SETOR SAO JOSE,SETOR SAO JOSE,GOIANIA,GOIANIA,,1
ALAMEDA,ALAMEDA,ALA DA MATA,DA MATA,RESIDENCIAL RECANTO,RES REC BOSQUE,GOIANIA,GOIANIA,,
RUA,,IRMA ALICE BITAR QD 41 LT 26,R IRMA ALICI BITAR,JD SAO JOSE,JARD SAO JOSE,GOIANIA,GOIANIA,,
,,RIO ARAGUAIA,RIO ARAGUAI,BOA VISTA,BOA VISTA,SAO GONCALO,SAO GONCALO,,1
,RUA,VALDIR FONSECA RAMOS,CAMINHO DAS PEDRINHAS,APOLO III,TRIBOBO,SAO GONCALO,SAO GONCALO,,
RUA,,BASILEU NOGUEIRA DA COSTA,BASILEU NOGUEIRA DA COSTA,MARIA PAULA,MARIA PAULA,SAO GONCALO,SAO GONCALO,1,1
,AVENIDA,5 DE JULHO,DEPUTADO ALMEIDA FRANCO,OLAVO BILAC,OLAVO BILAC,DUQUE DE CAXIAS,DUQUE DE CAXIAS,,1
,,CAMARAMBAIA,CAMARAMBAIA,JARDIM DAS OLIVEIRA,PQ FLUMINENSE,DUQUE DE CAXIAS,DUQUE DE CAXIAS,,
,,PRES KENNEDY,AFONSO COSTA,PILAR,PILAR,DUQUE DE CAXIAS,DUQUE DE CAXIAS,,1
,,3,RUA 3 S N,NOVA CAMPINAS,NOVA CAMPINAS,DUQUE DE CAXIAS,DUQUE DE CAXIAS,,1
,,A M MACHADO,ANTONIO MUNIZ MACHADO,CENTRO,CENTRO,SAO JOAO DE MERITI,SAO JOAO DE MERITI,,1
,,BERNARDINO TILIAS,ARNAUD GUEDES DE AMORIM,COELHO DA ROCHA,COELHO DA ROCHA,SAO JOAO DE MERITI,SAO JOAO DE MERITI,,1
,,ANTONINIO,JOSE GERALDO NOGUEIRA,C DA ROCHA,JARDIM MERITI,SAO JOAO DE MERITI,SAO JOAO DE MERITI,,
,,FLORESTA,FLORESTA,FLORESTA,,PETROPOLIS,PETROPOLIS,,
,,ANGELO JOAO BRAND,ANGELO JOAO BRAND,INDEPENDENCIA,INDEPENDENCIA,PETROPOLIS,PETROPOLIS,1,1
,,BARAO DO RIO BRANCO,BARAO DO RIO BRANCO,CENTRO,CENTRO,PETROPOLIS,PETROPOLIS,1,1
,,MANOEL DE MORAIS,MANOEL DE MORAIS,CORREAS,CORREAS,PETROPOLIS,PETROPOLIS,1,1
,,DAS ARCAS,1 DE MAIO,ITAIPAVA,MADAME MACHADO,PETROPOLIS,PETROPOLIS,,
RUA,,PETRONIO PACINTO,PETRONIO PACINTO,QUINTA MARIANA,QUINTA MARIANA,GUAPIMIRIM,GUAPIMIRIM,1,1
,,MARTE,MARTE,FONTE SANTA,FONTE SANTA,TERESOPOLIS,TERESOPOLIS,1,1
RUA,,MARIA LEOPOLDINA,RUA MARIA LEOPOLDINA,JARDIM TROPICAL,PARQUE ULISSES,NOVA IGUACU,NOVA IGUACU,,
OUTROS,,ROBERT KENNEDY,SENADOR ROBERTO KENNEDY,PARQUE FLORA,ANDRADE ARAUJO,NOVA IGUACU,NOVA IGUACU,,
,,CEL FRANCA SOARES,RUA CEL FRANCA SOARES,FIGUEIRA,SANTA RITA,NOVA IGUACU,NOVA IGUACU,,
,,OTAVIO TARQUINO,OTAVIO TARQUINO,CENTRO,CENTRO,NOVA IGUACU,NOVA IGUACU,1,1
,,GETULIO VARGAS,R GETULIO VARGAS,CENTRO,OLINDA,NILOPOLIS,NILOPOLIS,,
,,MTO DJALMA DO CARMO,MAESTRO DJALMA DO CARMO,CENTRO,CENTRO,NILOPOLIS,NILOPOLIS,,1
,OUTROS,R EUGENIO SOARES,AV DR CARVALHAES,JUSCELINO,JUSCELINO,MESQUITA,MESQUITA,,1
,,DOUTOR MESQUITA,VIRIATO LOPES,NOSSA SENHORA DE SA,DR MESQUITA,BARRA DO PIRAI,BARRA DO PIRAI,,
,,HERMOGENIO,MAURICIO DE ABREU,VARGEM ALEGRE,VARGEM ALEGRE,BARRA DO PIRAI,BARRA DO PIRAI,,1
,,DUZENTOS E TRINTA E CINCO,235,CONFORTO,CONFORTO,VOLTA REDONDA,VOLTA REDONDA,,1
,,RUA CAMBUQUIRA,CAMBUQUIRA,SANTA RITA DO ZARUR,SANTA RITA DO ZARUR,VOLTA REDONDA,VOLTA REDONDA,,1
,,HOMERO LEITE,5,SAUDADE,STA LUCIA,BARRA MANSA,BARRA MANSA,,
,,RENATA BELLO,RENATA BELLO,SANTA MARIA II,SANTA MARIA II,BARRA MANSA,BARRA MANSA,1,1
AVENIDA,CONDOMINIO,FRANCISCO FORTES FILHO,AVENIDA FRANCISCO FORTES FILHO,MIRANTE DE SERRA,MIRANTE DA SERRA,RESENDE,RESENDE,,
,RUA,DAS MAGNOLIAS,DAS MAGNOLIAS,CIDADE ALEGRIA,CIDADE ALEGRIA,RESENDE,RESENDE,1,1
RUA,,R SAO LINO,SAO LINO,PARQUE AURORA,PQ AURORA,CAMPOS DOS GOYTACAZES,CAMPOS DOS GOYTACAZES,,
,,A,R,PRQ PRAZERES,PRAZERES,CAMPOS DOS GOYTACAZES,CAMPOS DOS GOYTACAZES,,
RUA,RUA,IZELINO MADURO,CAMELIA DAS FLORES,CHACARA DO PARAISO,JACINA,NOVA FRIBURGO,NOVA FRIBURGO,,
,TRAVESSA,AC MURY AV HAMBURGO,TRAVESSA EDUARDO ETIENNE,MURY,MURY,NOVA FRIBURGO,NOVA FRIBURGO,,1
,,DAS PALMEIRAS,DAS PALMEIRAS,ITARARE,ITARARE,VITORIA,VITORIA,1,1
,,RONALDO SCAMPINI,RONALDO SCAMPINI,JARDIM DA PENHA,JARDIM DA PENHA,VITORIA,VITORIA,1,1
RUA,RUA,DESEMBARGADOR CARLOS XAVIER PAES BARRE,DESEMBARGADOR CARLOS XAVIER PAES BAR,MATA DA PRAIA,MATA DA PRAIA,VITORIA,VITORIA,,1
,RUA,RANULPHO BARBOSA DOS SANTOS,RANULPHO BARBOSA DOS SANTOS,JARDIM CAMBURI,JARDIM CAMBURI,VITORIA,VITORIA,1,1
,,INACIO PEREIRA DA SILVA,R INACIO PEREIRA DA SILVA,OLARIA,OLARIA,VILA VELHA,VILA VELHA,,1
RUA,OUTROS,GOIAS,GOIAS,ITAPUA,GOIAS,VILA VELHA,VILA VELHA,,
OUTROS,,OSWALDO DE ANDRADE,OSWALDO DE ANDRADE,RESIDENCIAL COQUEIR,RESIDENCIAL COQUEIR,VILA VELHA,VILA VELHA,1,1
,,ALBERTO DE OLIVEIRA,ALBERTO DE OLIVEIRA SANTOS,SOTECO,SOTECO,VILA VELHA,VILA VELHA,,1
,,DQ DE CAXIAS,DUQUE DE CAXIAS,BOA SORTE,BOA SORTE,CARIACICA,CARIACICA,,1
RUA,RUA,R SANTA CATARINA,RIO GRANDE DO SUL,ESTANCIA MONAZITICA,ESTANCIA MONAZITICA,SERRA,SERRA,,1
,,LINHARES,R RIO GRANDE DO NORTE,PRAIA GRANDE,PRAIA GRANDE,FUNDAO,FUNDAO,,1
,RUA,P,27,ADALBERTO S NADER,ADALBERTO SIMAO NAD,GUARAPARI,GUARAPARI,,
RUA,,ANA PORTO SIMOES,ANA PORTO SIMOES,PRAIA DO MORRO,PRAIA DO MORRO,GUARAPARI,GUARAPARI,1,1
,,AFONSO CLAUDIO,AFONSO CLAUDIO,SANTO ANTONIO,SANTO ANTONIO,COLATINA,COLATINA,1,1
,,DISTRITO BOAPABA,ROD ARMANDO MARTINELLI,INTERIOR,BOAPABA,COLATINA,COLATINA,,
,,,BR-101 KM 165,RIO QUARTEL,RIO QUARTEL,LINHARES,LINHARES,,1
,,DOS BEIJA FLORES,BEIJA FLOR,CARAPINA,CARAPINA,SAO MATEUS,SAO MATEUS,,1
RUA,,GONCALVES DIAS,GONCALVES DIAS,FUNCIONARIOS,FUNCIONARIOS,BELO HORIZONTE,BELO HORIZONTE,1,1
,,COUTO DE MAGALHAES,COUTO MAGALHAES,SANTA EFIGENIA,SANTA EFIGENIA,BELO HORIZONTE,BELO HORIZONTE,,1
,,ITAIPU,ITAIPU,VERA CRUZ,VERA CRUZ,BELO HORIZONTE,BELO HORIZONTE,1,1
RUA,,RAIMUNDO TINTIN,RAIMUNDO TINTI,SANTA LUCIA,SANTA LUCIA,BELO HORIZONTE,BELO HORIZONTE,,1
RUA,,CATAPRETA,CATA PRETA,JOAO PINHEIRO,JOAO PINHEIRO,BELO HORIZONTE,BELO HORIZONTE,,1
,,EDSON BARRETO PEIXOTO,EDSON BARRETO PEIXOTO,BETANIA,BETANIA,BELO HORIZONTE,BELO HORIZONTE,1,1
,RUA,BROTAS,R BROTAS,SAO SALVADOR,SAO SALVADOR,BELO HORIZONTE,BELO HORIZONTE,,1
OUTROS,,PIUMA,PIUMA,COQUEIROS,SAO SALVADOR,BELO HORIZONTE,BELO HORIZONTE,,
,RUA,SANTO AGOSTINHO,SANTO AGOSTINHO,SAG FAMILIA,SAGRADA FAMILIA,BELO HORIZONTE,BELO HORIZONTE,,
,,GOUVEIA,GOUVEIA,BOA VISTA,BOA VISTA,BELO HORIZONTE,BELO HORIZONTE,1,1
,,ROSA CRUZ,ANTONIO SOARES,NOVA VISTA,XANGRILA,BELO HORIZONTE,BELO HORIZONTE,,
,,RUA MADUREIRA,MADUREIRA,PARQUE RIACHUELO,APARECIDA,BELO HORIZONTE,BELO HORIZONTE,,
,,DOS JACARANDAS,DOS JACARANDAS,SAO LUIZ (PAMPULHA),SAO LUIS,BELO HORIZONTE,BELO HORIZONTE,,
RUA,,LUCELIA,LUCELIA,PIRATININGA,PIRATININGA,BELO HORIZONTE,BELO HORIZONTE,1,1
,,CATAS ALTAS,CATAS ALTAS,PROVIDENCIA,PROVIDENCIA,BELO HORIZONTE,BELO HORIZONTE,1,1
,,PAULISTA,PAULISTA,PIRAJA,FERNAO DIAS,BELO HORIZONTE,BELO HORIZONTE,,
,,16,DEZESSEIS,MORADA NOVA,MORADA NOVA,CONTAGEM,CONTAGEM,,1
ALAMEDA,ALAMEDA,JUDICIARIOS,DOS JUDICIARIOS,CANDIDA FERREIRA,CANDIDA FERREIRA,CONTAGEM,CONTAGEM,,1
RUA,,TORPEDO,TRINTA E SEIS,ITACOLOMI,CRUZEIRO DO SUL,BETIM,BETIM,,
,,PORTO ALEGRE,R PORTO ALEGRE,JARDIM TERESOPOLIS,JD TERESOPOLIS,BETIM,BETIM,,
,,FAZ STA HELENA,RDV MG 020 KM 31,AREA RURAL,SANTA HELENA,SANTA LUZIA,SANTA LUZIA,,
,,RUA MARIA DO ROSARIO FERREIRA PEREIRA,R MARIA DO ROSARIO FERREIRA PEREIRA,,VENEZA,RIBEIRAO DAS NEVES,RIBEIRAO DAS NEVES,,
,,ARARAS,DAS ARALIAS,ROSANEVES,ROSANEVES,RIBEIRAO DAS NEVES,RIBEIRAO DAS NEVES,,1
RUA,RUA,R PADRE AMERICO COELHO,PADRE AMERICO COELHO,RETIRO,RETIRO,NOVA LIMA,NOVA LIMA,,1
,,EDER SILVEIRA,EDER SILVEIRA,VILA ISA,B VL ISA,GOVERNADOR VALADARES,GOVERNADOR VALADARES,,
